myownaccuracy,respcorrs,minNrPractice,considerNrTrials,Instr_resp.keys,Instr_resp.rt,key_resp_2.keys,key_resp_2.rt,instruction_loop.thisRepN,instruction_loop.thisTrialN,instruction_loop.thisN,instruction_loop.thisIndex,instruction_loop.ran,slides,participant,Expra Code,date,expName,psychopyVersion,OS,frameRate,taskGoresp.keys,taskGoresp.rt,pract_resp.keys,pract_resp.corr,pract_resp.rt,myownaccuracyCORR,pract_loop.thisRepN,pract_loop.thisTrialN,pract_loop.thisN,pract_loop.thisIndex,pract_loop.ran,character,left_categ,centleft_categ,centright_categ,right_categ,trial_cond,corr_ans,corr_ans_num,type,img,rep_resp.keys,rep_resp.rt,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,repeat_practice.ran,task_response.keys,task_response.corr,task_response.rt,task_loop.thisRepN,task_loop.thisTrialN,task_loop.thisN,task_loop.thisIndex,task_loop.ran,condition
0,"[0,0]",,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,1,0,1.3105,0,0,4,4,4,1,stimuli/m_red.jpg,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,stimuli/Food.png,stimuli/Vehicle.png,1,Food,3,1,stimuli/objects/kiwi03.jpg,,,,,,,,,,,,,,,,
1,"[0,0,0]",,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,3,1,1.9587,1,0,5,5,5,1,stimuli/m_red.jpg,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,stimuli/Food.png,stimuli/Clothing.png,1,Food,3,1,stimuli/objects/greenolive.jpg,,,,,,,,,,,,,,,,
0,"[0,0,0,1]",,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,1,0,1.2475,0,0,6,6,6,1,stimuli/m_blue.jpg,stimuli/Food.png,stimuli/Clothing.png,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,1,Gamestoy & entertainment,4,1,stimuli/objects/paperairplane.jpg,,,,,,,,,,,,,,,,
1,"[0,0,0,1,0]",,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,2,1,2.2416,1,0,7,7,7,1,stimuli/m_blue.jpg,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,stimuli/Food.png,stimuli/Clothing.png,1,Gamestoy & entertainment,2,1,stimuli/objects/toyanimal02.jpg,,,,,,,,,,,,,,,,
1,"[0,0,0,1,0,1]",,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,4,1,1.544,1,0,8,8,8,1,stimuli/m_red.jpg,stimuli/Vehicle.png,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,stimuli/Food.png,1,Food,4,1,stimuli/objects/casabamelon.jpg,,,,,,,,,,,,,,,,
1,"[0,0,0,1,0,1,1]",,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,1,1,1.8314,1,0,9,9,9,1,stimuli/m_blue.jpg,stimuli/Gamestoy & entertainment.png,stimuli/Clothing.png,stimuli/Vehicle.png,stimuli/Food.png,1,Gamestoy & entertainment,1,1,stimuli/objects/paddleball.jpg,,,,,,,,,,,,,,,,
1,"[0,0,0,1,0,1,1,1]",,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,1,1,1.0308,1,0,10,10,10,1,stimuli/m_blue.jpg,stimuli/Gamestoy & entertainment.png,stimuli/Clothing.png,stimuli/Food.png,stimuli/Vehicle.png,1,Gamestoy & entertainment,1,1,stimuli/objects/rockinghorse.jpg,,,,,,,,,,,,,,,,
1,"[0,0,0,1,0,1,1,1,1]",,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,2,1,0.9907,1,0,11,11,11,1,stimuli/m_red.jpg,stimuli/Vehicle.png,stimuli/Food.png,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,1,Food,2,1,stimuli/objects/arugula.jpg,,,,,,,,,,,,,,,,
1,"[0,0,0,1,0,1,1,1,1,1]",,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,3,1,1.3768,1,0,12,12,12,1,stimuli/m_blue.jpg,stimuli/Food.png,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,1,Gamestoy & entertainment,3,1,stimuli/objects/dartboard.jpg,,,,,,,,,,,,,,,,
1,"[0,0,0,1,0,1,1,1,1,1,1]",,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,4,1,1.1584,1,0,13,13,13,1,stimuli/m_red.jpg,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,stimuli/Food.png,1,Food,4,1,stimuli/objects/chickenshishkebab.jpg,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,n,225.0454,0,0,0,0,1,,,,,,,,,
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,,Electronic device & accessory,4,1,stimuli/objects/spotlight.jpg,,,,,,,,4,1,1.1219,0,0,0,0,1,1
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,,Kitchen & utensil,1,1,stimuli/objects/peppermill02b.jpg,,,,,,,,1,1,0.7782,0,1,1,1,1,0
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,,Kitchen & utensil,4,1,stimuli/objects/canister.jpg,,,,,,,,4,1,1.1631,0,2,2,2,1,0
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,,Kitchen & utensil,3,0,stimuli/objects/fryingpan02a.jpg,,,,,,,,1,0,0.9597,0,3,3,3,1,1
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,,Kitchen & utensil,1,1,stimuli/objects/muffintray01.jpg,,,,,,,,1,1,2.1009,0,4,4,4,1,0
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,,Kitchen & utensil,3,0,stimuli/objects/bowl02a.jpg,,,,,,,,4,0,1.0939,0,5,5,5,1,1
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,,Kitchen & utensil,1,1,stimuli/objects/cowbell.jpg,,,,,,,,1,1,1.0776,0,6,6,6,1,0
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,,Electronic device & accessory,4,1,stimuli/objects/usbkey.jpg,,,,,,,,4,1,1.4948,0,7,7,7,1,1
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,,Outdoor activity & sport item,1,0,stimuli/objects/toyhockeystick01.jpg,,,,,,,,2,0,1.2742,0,8,8,8,1,0
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,,Hand labour tool & accessory,1,0,stimuli/objects/tablesaw.jpg,,,,,,,,4,0,2.1279,0,9,9,9,1,1
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,,Kitchen & utensil,1,1,stimuli/objects/kitchenscale01a.jpg,,,,,,,,1,1,2.2931,0,10,10,10,1,0
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,,Electronic device & accessory,4,1,stimuli/objects/securitycamera.jpg,,,,,,,,2,0,2.1299,0,11,11,11,1,1
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,,Electronic device & accessory,2,1,stimuli/objects/photocopier.jpg,,,,,,,,2,1,1.0775,0,12,12,12,1,1
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,,Electronic device & accessory,4,1,stimuli/objects/phonejack.jpg,,,,,,,,4,1,0.9994,0,13,13,13,1,1
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,,Hand labour tool & accessory,1,0,stimuli/objects/swissarmyknife01a.jpg,,,,,,,,2,0,1.1814,0,14,14,14,1,1
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,,Electronic device & accessory,4,1,stimuli/objects/lamp04a.jpg,,,,,,,,4,1,1.5278,0,15,15,15,1,1
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,,Kitchen & utensil,2,1,stimuli/objects/pastaspoon.jpg,,,,,,,,2,1,1.4962,0,16,16,16,1,0
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,,Kitchen & utensil,4,1,stimuli/objects/fonduefork01.jpg,,,,,,,,4,1,1.2745,0,17,17,17,1,0
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,,Kitchen & utensil,2,1,stimuli/objects/dishrack.jpg,,,,,,,,2,1,1.0015,0,18,18,18,1,0
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,,Electronic device & accessory,2,1,stimuli/objects/expansioncard.jpg,,,,,,,,2,1,1.3593,0,19,19,19,1,1
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,,Kitchen & utensil,4,1,stimuli/objects/tupperware03a.jpg,,,,,,,,4,1,1.0577,0,20,20,20,1,0
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,,Outdoor activity & sport item,3,0,stimuli/objects/surfboard.jpg,,,,,,,,1,0,0.6904,0,21,21,21,1,1
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,,Electronic device & accessory,4,1,stimuli/objects/electricoutlet.jpg,,,,,,,,4,1,1.1576,0,22,22,22,1,1
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,,Kitchen & utensil,3,1,stimuli/objects/beermug01a.jpg,,,,,,,,3,1,1.6803,0,23,23,23,1,0
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,,Electronic device & accessory,4,1,stimuli/objects/scanner.jpg,,,,,,,,4,1,1.045,0,24,24,24,1,1
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,,Electronic device & accessory,1,0,stimuli/objects/filmnegative.jpg,,,,,,,,3,0,0.9628,0,25,25,25,1,0
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,,Kitchen & utensil,3,1,stimuli/objects/cleaver01.jpg,,,,,,,,3,1,1.1446,0,26,26,26,1,0
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,,Electronic device & accessory,1,1,stimuli/objects/jack.jpg,,,,,,,,1,1,0.5815,0,27,27,27,1,1
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,,Electronic device & accessory,2,1,stimuli/objects/fanheater.jpg,,,,,,,,2,1,0.7604,0,28,28,28,1,1
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,,Outdoor activity & sport item,1,0,stimuli/objects/umbrella04.jpg,,,,,,,,4,0,0.9629,0,29,29,29,1,0
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,,Kitchen & utensil,1,1,stimuli/objects/spicerack.jpg,,,,,,,,1,1,0.559,0,30,30,30,1,0
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,,Electronic device & accessory,2,1,stimuli/objects/crocodileclips.jpg,,,,,,,,2,1,0.8618,0,31,31,31,1,1
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,,Kitchen & utensil,3,0,stimuli/objects/minifridge.jpg,,,,,,,,1,0,0.5274,0,32,32,32,1,1
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,,Electronic device & accessory,2,1,stimuli/objects/heatpump.jpg,,,,,,,,2,1,0.9904,0,33,33,33,1,1
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,,Kitchen & utensil,2,1,stimuli/objects/funnel.jpg,,,,,,,,2,1,0.7357,0,34,34,34,1,0
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,,Electronic device & accessory,3,1,stimuli/objects/lightswitch01.jpg,,,,,,,,3,1,0.8773,0,35,35,35,1,1
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,,Outdoor activity & sport item,1,0,stimuli/objects/snowshoe.jpg,,,,,,,,4,0,0.8064,0,36,36,36,1,1
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,,Kitchen & utensil,2,1,stimuli/objects/shotglass.jpg,,,,,,,,2,1,0.9482,0,37,37,37,1,0
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_orange.jpg,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,,Kitchen & utensil,3,0,stimuli/objects/cookingpot.jpg,,,,,,,,1,0,0.5271,0,38,38,38,1,1
,,,,,,,,,,,,,,7,,2022-01-07_17h11.42.668,MemLear_ses-01_part-01_label-phase1,2020.1.3,MacIntel,60,,,,,,,,,,,,stimuli/m_black.jpg,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,,Kitchen & utensil,3,1,stimuli/objects/pitcher02b.jpg,,,,,,,,3,1,1.0752,0,39,39,39,1,0
